layer,head,type,effect
0,0,attn_head,0.00395817756652832
0,1,attn_head,0.0011657238006591796
0,2,attn_head,0.011625337600708007
0,3,attn_head,0.0018814921379089356
0,4,attn_head,-0.004237735271453857
0,5,attn_head,0.0016798734664916991
0,6,attn_head,0.002764904499053955
0,7,attn_head,-0.0007934093475341797
0,8,attn_head,0.0038347125053405763
0,9,attn_head,-0.0010117530822753907
0,10,attn_head,-0.00011035203933715821
0,11,attn_head,-0.019810140132904053
0,12,attn_head,-0.0016199827194213867
0,13,attn_head,0.00285186767578125
0,14,attn_head,-0.0089178204536438
0,15,attn_head,-0.001705801486968994
0,16,attn_head,0.009072089195251464
0,17,attn_head,-0.004513299465179444
0,18,attn_head,0.0014963269233703614
0,19,attn_head,-0.0007387518882751465
0,20,attn_head,-0.005636870861053467
0,21,attn_head,0.002482295036315918
0,22,attn_head,-0.0028955817222595217
0,23,attn_head,-0.011248457431793212
0,24,attn_head,-0.0008110761642456055
0,25,attn_head,3.5691261291503904e-05
0,26,attn_head,-0.0026866912841796873
0,27,attn_head,0.002853405475616455
0,28,attn_head,0.007214677333831787
0,29,attn_head,-0.0007004022598266601
0,30,attn_head,-0.010428714752197265
0,31,attn_head,-0.0174405574798584
1,0,attn_head,-0.013969385623931884
1,1,attn_head,0.009481847286224365
1,2,attn_head,-0.005488789081573487
1,3,attn_head,-0.0076110601425170895
1,4,attn_head,-0.0014951109886169433
1,5,attn_head,-0.004855799674987793
1,6,attn_head,0.0038453340530395508
1,7,attn_head,-0.015634751319885253
1,8,attn_head,-0.0020501017570495605
1,9,attn_head,0.015567100048065186
1,10,attn_head,-0.008059585094451904
1,11,attn_head,0.01242753267288208
1,12,attn_head,-0.0088362455368042
1,13,attn_head,-0.00567317008972168
1,14,attn_head,-0.00034183263778686523
1,15,attn_head,-0.00476921796798706
1,16,attn_head,0.007757782936096191
1,17,attn_head,0.013312780857086181
1,18,attn_head,-0.005067026615142823
1,19,attn_head,-0.011977338790893554
1,20,attn_head,0.002213406562805176
1,21,attn_head,-0.0024921178817749025
1,22,attn_head,0.004378283023834228
1,23,attn_head,-0.0017029881477355958
1,24,attn_head,-0.0019360899925231934
1,25,attn_head,-0.004221796989440918
1,26,attn_head,-0.007940411567687988
1,27,attn_head,-0.0011598706245422364
1,28,attn_head,-0.006944799423217773
1,29,attn_head,0.012105512619018554
1,30,attn_head,-0.00042293071746826174
1,31,attn_head,-0.008138930797576905
2,0,attn_head,-0.004490280151367187
2,1,attn_head,0.0008301138877868652
2,2,attn_head,0.0013721942901611327
2,3,attn_head,-0.006418216228485108
2,4,attn_head,-0.000537717342376709
2,5,attn_head,0.0108024001121521
2,6,attn_head,-0.006528878211975097
2,7,attn_head,-0.0061670422554016115
2,8,attn_head,0.007832026481628418
2,9,attn_head,0.003643631935119629
2,10,attn_head,0.008196914196014404
2,11,attn_head,-0.00015993118286132811
2,12,attn_head,0.00022736787796020507
2,13,attn_head,-0.013016366958618164
2,14,attn_head,-0.010779333114624024
2,15,attn_head,-0.008530366420745849
2,16,attn_head,0.001481640338897705
2,17,attn_head,-0.016923797130584717
2,18,attn_head,-0.0021625638008117678
2,19,attn_head,-0.010283553600311279
2,20,attn_head,-0.011706900596618653
2,21,attn_head,0.0038486838340759276
2,22,attn_head,-0.004780733585357666
2,23,attn_head,0.01833298206329346
2,24,attn_head,0.0048656463623046875
2,25,attn_head,0.0024443984031677244
2,26,attn_head,0.005567073822021484
2,27,attn_head,0.009762346744537354
2,28,attn_head,0.008571183681488037
2,29,attn_head,0.011440634727478027
